# PROCESSED SYNTHETIC DATASET -- ALS background subtracted, Savitzky-Golay smoothed
# DEMONSTRATION DATASET. Synthetically generated for portfolio purposes. These values were not measured on any instrument and do not describe a real sample.
two_theta_deg,intensity_raw_counts,background_counts,intensity_bg_subtracted_counts,intensity_smoothed_counts
75.18,174.0,117.12,56.88,33.34
75.2,171.0,117.11,53.89,33.13
75.22,154.0,117.09,36.91,31.08
75.24,152.0,117.08,34.92,31.48
75.26,158.0,117.06,40.94,31.3
75.28,154.0,117.05,36.95,30.53
75.3,146.0,117.03,28.97,31.4
75.32,141.0,117.02,23.98,31.62
75.34,147.0,117.0,30.0,31.51
75.36,163.0,116.99,46.01,31.97
75.38,123.0,116.97,6.03,30.83
75.4,131.0,116.96,14.04,29.23
75.42,142.0,116.94,25.06,25.77
75.44,135.0,116.93,18.07,26.58
75.46,172.0,116.91,55.09,27.49
75.48,135.0,116.9,18.1,27.24
75.5,144.0,116.88,27.12,28.5
75.52,162.0,116.87,45.13,28.24
75.54,145.0,116.85,28.15,28.45
75.56,142.0,116.84,25.16,28.6
75.58,142.0,116.82,25.18,27.65
75.6,151.0,116.81,34.19,26.9
75.62,134.0,116.79,17.21,28.17
75.64,140.0,116.78,23.22,27.28
75.66,159.0,116.76,42.24,26.23
75.68,137.0,116.75,20.25,24.71
75.7,139.0,116.73,22.27,22.85
75.72,146.0,116.72,29.28,23.29
75.74,113.0,116.7,-3.7,21.83
75.76,147.0,116.69,30.31,22.13
75.78,140.0,116.67,23.33,22.36
75.8,133.0,116.66,16.34,22.28
75.82,145.0,116.64,28.36,22.62
75.84,150.0,116.63,33.37,22.68
75.86,138.0,116.61,21.39,23.59
75.88,131.0,116.6,14.4,23.44
75.9,131.0,116.58,14.42,24.78
75.92,146.0,116.57,29.43,25.83
75.94,144.0,116.55,27.45,27.0
75.96,149.0,116.54,32.46,27.36
75.98,151.0,116.52,34.48,26.91
76.0,129.0,116.51,12.49,26.51
76.02,152.0,116.49,35.51,26.39
76.04,148.0,116.48,31.52,24.73
76.06,140.0,116.47,23.53,24.64
76.08,145.0,116.45,28.55,23.25
76.1,143.0,116.44,26.56,23.15
76.12,145.0,116.42,28.58,22.55
76.14,121.0,116.41,4.59,21.85
76.16,145.0,116.39,28.61,20.19
76.18,121.0,116.38,4.62,20.03
76.2,130.0,116.36,13.64,20.7
76.22,152.0,116.35,35.65,19.57
76.24,116.0,116.33,-0.33,19.42
76.26,133.0,116.32,16.68,18.22
76.28,155.0,116.3,38.7,19.27
76.3,120.0,116.29,3.71,20.52
76.32,152.0,116.27,35.73,20.6
76.34,142.0,116.26,25.74,21.06
76.36,141.0,116.25,24.75,20.52
76.38,133.0,116.23,16.77,21.46
76.4,145.0,116.22,28.78,21.82
76.42,135.0,116.2,18.8,24.46
76.44,116.0,116.19,-0.19,23.66
76.46,152.0,116.17,35.83,23.94
76.48,147.0,116.16,30.84,25.44
76.5,146.0,116.14,29.86,24.66
76.52,133.0,116.13,16.87,24.37
76.54,127.0,116.12,10.88,23.99
76.56,139.0,116.1,22.9,23.06
76.58,141.0,116.09,24.91,22.77
76.6,164.0,116.07,47.93,22.12
76.62,152.0,116.06,35.94,21.95
76.64,138.0,116.04,21.96,22.83
76.66,118.0,116.03,1.97,22.73
76.68,146.0,116.01,29.99,23.49
76.7,132.0,116.0,16.0,22.72
76.72,132.0,115.99,16.01,23.63
76.74,129.0,115.97,13.03,23.76
76.76,128.0,115.96,12.04,25.64
76.78,155.0,115.94,39.06,24.95
76.8,130.0,115.93,14.07,24.06
76.82,151.0,115.91,35.09,23.49
76.84,156.0,115.9,40.1,23.66
76.86,154.0,115.88,38.12,24.62
76.88,128.0,115.87,12.13,25.19
76.9,157.0,115.86,41.14,25.73
76.92,135.0,115.84,19.16,25.12
76.94,133.0,115.83,17.17,25.45
76.96,136.0,115.81,20.19,24.22
76.98,148.0,115.8,32.2,23.82
77.0,118.0,115.78,2.22,23.27
77.02,144.0,115.77,28.23,22.99
77.04,138.0,115.76,22.24,24.14
77.06,142.0,115.74,26.26,22.84
77.08,130.0,115.73,14.27,23.35
77.1,144.0,115.71,28.29,24.02
77.12,149.0,115.7,33.3,24.8
77.14,140.0,115.68,24.32,24.65
77.16,134.0,115.67,18.33,26.55
77.18,143.0,115.66,27.34,26.42
77.2,159.0,115.64,43.36,27.01
77.22,147.0,115.63,31.37,26.77
77.24,144.0,115.61,28.39,27.85
77.26,132.0,115.6,16.4,25.99
77.28,131.0,115.59,15.41,25.81
77.3,146.0,115.57,30.43,25.78
77.32,137.0,115.56,21.44,25.98
77.34,144.0,115.54,28.46,24.62
77.36,148.0,115.53,32.47,25.24
77.38,139.0,115.51,23.49,25.41
77.4,133.0,115.5,17.5,24.4
77.42,147.0,115.49,31.51,23.5
77.44,130.0,115.47,14.53,23.43
77.46,143.0,115.46,27.54,23.55
77.48,133.0,115.44,17.56,24.09
77.5,149.0,115.43,33.57,25.22
77.52,146.0,115.42,30.58,25.44
77.54,138.0,115.4,22.6,25.0
77.56,136.0,115.39,20.61,26.6
77.58,148.0,115.37,32.63,26.3
77.6,126.0,115.36,10.64,24.74
77.62,137.0,115.34,21.66,25.4
77.64,150.0,115.33,34.67,25.23
77.66,143.0,115.32,27.68,24.48
77.68,137.0,115.3,21.7,24.93
77.7,156.0,115.29,40.71,24.41
77.72,146.0,115.27,30.73,25.59
77.74,135.0,115.26,19.74,25.13
77.76,135.0,115.25,19.75,24.88
77.78,140.0,115.23,24.77,25.6
77.8,113.0,115.22,-2.22,24.53
77.82,132.0,115.2,16.8,24.36
77.84,163.0,115.19,47.81,24.69
77.86,137.0,115.18,21.82,24.26
77.88,143.0,115.16,27.84,23.67
77.9,147.0,115.15,31.85,23.36
77.92,143.0,115.13,27.87,23.36
77.94,142.0,115.12,26.88,22.3
77.96,122.0,115.11,6.89,23.47
77.98,133.0,115.09,17.91,22.9
78.0,146.0,115.08,30.92,22.44
78.02,129.0,115.06,13.94,23.45
78.04,152.0,115.05,36.95,23.27
78.06,136.0,115.04,20.96,22.31
78.08,140.0,115.02,24.98,22.6
78.1,127.0,115.01,11.99,25.06
78.12,134.0,114.99,19.01,26.05
78.14,144.0,114.98,29.02,26.4
78.16,135.0,114.97,20.03,28.26
78.18,148.0,114.95,33.05,28.34
78.2,134.0,114.94,19.06,27.89
78.22,161.0,114.92,46.08,27.68
78.24,157.0,114.91,42.09,27.98
78.26,133.0,114.9,18.1,27.42
78.28,159.0,114.88,44.12,26.97
78.3,147.0,114.87,32.13,26.54
78.32,136.0,114.86,21.14,26.18
78.34,130.0,114.84,15.16,24.97
78.36,127.0,114.83,12.17,22.47
78.38,141.0,114.81,26.19,22.82
78.4,118.0,114.8,3.2,22.9
78.42,142.0,114.79,27.21,21.3
78.44,155.0,114.77,40.23,21.04
78.46,129.0,114.76,14.24,20.7
78.48,121.0,114.74,6.26,20.53
78.5,146.0,114.73,31.27,21.17
78.52,125.0,114.72,10.28,20.36
78.54,147.0,114.7,32.3,21.74
78.56,132.0,114.69,17.31,23.87
78.58,151.0,114.67,36.33,24.04
78.6,164.0,114.66,49.34,25.52
78.62,121.0,114.65,6.35,26.16
78.64,129.0,114.63,14.37,28.64
78.66,147.0,114.62,32.38,27.29
78.68,140.0,114.61,25.39,27.18
78.7,125.0,114.59,10.41,28.74
78.72,152.0,114.58,37.42,28.75
78.74,147.0,114.56,32.44,27.84
78.76,154.0,114.55,39.45,28.77
78.78,152.0,114.54,37.46,28.06
78.8,135.0,114.52,20.48,28.39
78.82,161.0,114.51,46.49,27.11
78.84,134.0,114.49,19.51,28.4
78.86,139.0,114.48,24.52,29.87
78.88,115.0,114.47,0.53,28.24
78.9,148.0,114.45,33.55,27.23
78.92,151.0,114.44,36.56,27.07
78.94,142.0,114.42,27.58,26.6
78.96,143.0,114.41,28.59,25.05
78.98,145.0,114.4,30.6,25.63
79.0,136.0,114.38,21.62,25.39
79.02,138.0,114.37,23.63,25.73
79.04,139.0,114.36,24.64,26.08
79.06,151.0,114.34,36.66,27.08
79.08,126.0,114.33,11.67,27.26
79.1,139.0,114.31,24.69,27.88
79.12,149.0,114.3,34.7,28.97
79.14,142.0,114.29,27.71,27.38
79.16,145.0,114.27,30.73,27.57
79.18,145.0,114.26,30.74,28.18
79.2,145.0,114.24,30.76,28.28
79.22,134.0,114.23,19.77,28.85
79.24,144.0,114.22,29.78,29.29
79.26,146.0,114.2,31.8,28.86
79.28,151.0,114.19,36.81,28.15
79.3,122.0,114.17,7.83,27.06
79.32,165.0,114.16,50.84,27.55
79.34,137.0,114.15,22.85,25.44
79.36,129.0,114.13,14.87,24.43
79.38,141.0,114.12,26.88,23.99
79.4,140.0,114.11,25.89,23.5
79.42,138.0,114.09,23.91,23.92
79.44,138.0,114.08,23.92,22.05
79.46,129.0,114.06,14.94,21.87
79.48,130.0,114.05,15.95,20.38
79.5,132.0,114.04,17.96,19.79
79.52,135.0,114.02,20.98,19.54
79.54,141.0,114.01,26.99,20.02
79.56,127.0,113.99,13.01,19.0
79.58,143.0,113.98,29.02,20.89
79.6,135.0,113.97,21.03,20.77
79.62,136.0,113.95,22.05,19.51
79.64,130.0,113.94,16.06,19.4
79.66,113.0,113.92,-0.92,20.49
79.68,153.0,113.91,39.09,21.55
79.7,130.0,113.9,16.1,21.25
79.72,141.0,113.88,27.12,21.13
79.74,138.0,113.87,24.13,21.28
79.76,138.0,113.86,24.14,20.96
79.78,136.0,113.84,22.16,21.21
79.8,131.0,113.83,17.17,21.56
79.82,126.0,113.81,12.19,22.0
79.84,136.0,113.8,22.2,22.56
79.86,149.0,113.79,35.21,23.23
79.88,147.0,113.77,33.23,24.04
79.9,129.0,113.76,15.24,24.98
79.92,126.0,113.74,12.26,26.07
79.94,151.0,113.73,37.27,27.32
79.96,143.0,113.72,29.28,28.74
79.98,139.0,113.7,25.3,30.33
80.0,150.0,113.69,36.31,32.11
